id,date,product_name,category_name,supplier_name,quantity,customer_name,employee_name,shipper_name
233,1996-10-22,"Gorgonzola Telino","Dairy Products","Formaggi Fortini s.r.l.",25,"Hungry Owl All-Night Grocers","Robert King","United Package"
167,1996-09-19,"Ipoh Coffee",Beverages,"Leka Trading",20,"Hungry Owl All-Night Grocers","Janet Leverling","Speedy Express"
232,1996-10-22,Chang,Beverages,"Exotic Liquid",7,"Hungry Owl All-Night Grocers","Robert King","United Package"
164,1996-09-19,"Chef Antons Cajun Seasoning",Condiments,"New Orleans Cajun Delights",20,"Hungry Owl All-Night Grocers","Janet Leverling","Speedy Express"
135,1996-09-05,Chang,Beverages,"Exotic Liquid",40,"Hungry Owl All-Night Grocers","Michael Suyama","United Package"
187,1996-10-01,Lakkalikoori,Beverages,"Karkki Oy",6,"Island Trading","Laura Callahan","United Package"
186,1996-10-01,"Jacks New England Clam Chowder",Seafood,"New England Seafood Cannery",20,"Island Trading","Laura Callahan","United Package"
181,1996-09-26,"Sasquatch Ale",Beverages,"Bigfoot Breweries",14,"Island Trading","Margaret Peacock","United Package"
192,1996-10-03,"Steeleye Stout",Beverages,"Bigfoot Breweries",10,"Island Trading","Janet Leverling","United Package"
182,1996-09-26,"Outback Lager",Beverages,"Pavlova, Ltd.",30,"Island Trading","Margaret Peacock","United Package"
202,1996-10-09,"Grandmas Boysenberry Spread",Condiments,"Grandma Kellys Homestead",6,"Koniglich Essen","Nancy Davolio","Federal Shipping"
195,1996-10-07,"NuNuCa Nuss-Nougat-Creme",Confections,"Heli Susswaren GmbH and Co. KG",4,"Koniglich Essen","Margaret Peacock","Speedy Express"
204,1996-10-09,Tofu,Produce,Mayumis,9,"Koniglich Essen","Nancy Davolio","Federal Shipping"
196,1996-10-07,"Chartreuse verte",Beverages,"Aux joyeux ecclesiastiques",4,"Koniglich Essen","Margaret Peacock","Speedy Express"
205,1996-10-09,"Gorgonzola Telino","Dairy Products","Formaggi Fortini s.r.l.",4,"Koniglich Essen","Nancy Davolio","Federal Shipping"
203,1996-10-09,Konbu,Seafood,Mayumis,12,"Koniglich Essen","Nancy Davolio","Federal Shipping"
206,1996-10-09,"Mozzarella di Giovanni","Dairy Products","Formaggi Fortini s.r.l.",40,"Koniglich Essen","Nancy Davolio","Federal Shipping"
194,1996-10-07,"Genen Shouyu",Condiments,Mayumis,5,"Koniglich Essen","Margaret Peacock","Speedy Express"
475,1997-01-24,Lakkalikoori,Beverages,"Karkki Oy",20,"La maison dAsie","Michael Suyama","United Package"
442,1997-01-14,Lakkalikoori,Beverages,"Karkki Oy",14,"La maison dAsie","Janet Leverling","United Package"
293,1996-11-20,"Guarana Fantastica",Beverages,"Refrescos Americanas LTDA",10,"La maison dAsie","Steven Buchanan","Speedy Express"
274,1996-11-11,Gudbrandsdalsost,"Dairy Products","Norske Meierier",18,"La maison dAsie","Michael Suyama","United Package"
441,1997-01-14,"Tarte au sucre",Confections,"Forets derables",40,"La maison dAsie","Janet Leverling","United Package"
330,1996-12-03,"Inlagd Sill",Seafood,"Svensk Sjofoda AB",6,"La maison dAsie","Nancy Davolio","Speedy Express"
273,1996-11-11,"Valkoinen suklaa",Confections,"Karkki Oy",15,"La maison dAsie","Michael Suyama","United Package"
295,1996-11-20,"Inlagd Sill",Seafood,"Svensk Sjofoda AB",20,"La maison dAsie","Steven Buchanan","Speedy Express"
294,1996-11-20,"Sasquatch Ale",Beverages,"Bigfoot Breweries",10,"La maison dAsie","Steven Buchanan","Speedy Express"
474,1997-01-24,"Pate chinois",Meat/Poultry,"Ma Maison",10,"La maison dAsie","Michael Suyama","United Package"
440,1997-01-14,Chais,Beverages,"Exotic Liquid",24,"La maison dAsie","Janet Leverling","United Package"
83,1996-08-13,"Alice Mutton",Meat/Poultry,"Pavlova, Ltd.",15,"Lehmanns Marktstand","Laura Callahan","United Package"
256,1996-10-31,"Wimmers gute Semmelknodel",Grains/Cereals,"Plutzer Lebensmittelgrossmarkte AG",50,"Lehmanns Marktstand","Margaret Peacock","Speedy Express"
96,1996-08-19,"Schoggi Schokolade",Confections,"Heli Susswaren GmbH and Co. KG",15,"Lehmanns Marktstand","Margaret Peacock","Speedy Express"
258,1996-10-31,Lakkalikoori,Beverages,"Karkki Oy",15,"Lehmanns Marktstand","Margaret Peacock","Speedy Express"
97,1996-08-19,"Gula Malacca",Condiments,"Leka Trading",21,"Lehmanns Marktstand","Margaret Peacock","Speedy Express"
257,1996-10-31,"Scottish Longbreads",Confections,"Specialty Biscuits, Ltd.",4,"Lehmanns Marktstand","Margaret Peacock","Speedy Express"
98,1996-08-19,"Camembert Pierrot","Dairy Products","Gai paturage",20,"Lehmanns Marktstand","Margaret Peacock","Speedy Express"
99,1996-08-19,"Laughing Lumberjack Lager",Beverages,"Bigfoot Breweries",5,"Lehmanns Marktstand","Margaret Peacock","Speedy Express"
132,1996-09-03,Gudbrandsdalsost,"Dairy Products","Norske Meierier",15,LILA-Supermercado,"Michael Suyama","Speedy Express"
95,1996-08-16,"Mozzarella di Giovanni","Dairy Products","Formaggi Fortini s.r.l.",3,LILA-Supermercado,"Janet Leverling","Federal Shipping"
292,1996-11-19,"Camembert Pierrot","Dairy Products","Gai paturage",8,LILA-Supermercado,"Nancy Davolio","Federal Shipping"
94,1996-08-16,"Camembert Pierrot","Dairy Products","Gai paturage",35,LILA-Supermercado,"Janet Leverling","Federal Shipping"
352,1996-12-12,"Longlife Tofu",Produce,"Tokyo Traders",14,LILA-Supermercado,"Janet Leverling","Federal Shipping"
291,1996-11-19,"Gumbar Gummibarchen",Confections,"Heli Susswaren GmbH and Co. KG",16,LILA-Supermercado,"Nancy Davolio","Federal Shipping"
221,1996-10-16,"Gumbar Gummibarchen",Confections,"Heli Susswaren GmbH and Co. KG",50,LILA-Supermercado,"Janet Leverling","Speedy Express"
130,1996-09-03,"Queso Cabrales","Dairy Products","Cooperativa de Quesos Las Cabras",12,LILA-Supermercado,"Michael Suyama","Speedy Express"
93,1996-08-16,"Teatime Chocolate Biscuits",Confections,"Specialty Biscuits, Ltd.",18,LILA-Supermercado,"Janet Leverling","Federal Shipping"
131,1996-09-03,Pavlova,Confections,"Pavlova, Ltd.",30,LILA-Supermercado,"Michael Suyama","Speedy Express"
290,1996-11-19,Ikura,Seafood,"Tokyo Traders",30,LILA-Supermercado,"Nancy Davolio","Federal Shipping"
222,1996-10-16,"Mozzarella di Giovanni","Dairy Products","Formaggi Fortini s.r.l.",25,LILA-Supermercado,"Janet Leverling","Speedy Express"
92,1996-08-16,"Genen Shouyu",Condiments,Mayumis,20,LILA-Supermercado,"Janet Leverling","Federal Shipping"
420,1997-01-06,"Aniseed Syrup",Condiments,"Exotic Liquid",50,LINO-Delicateses,"Nancy Davolio","Speedy Express"
160,1996-09-17,"Tarte au sucre",Confections,"Forets derables",10,"Lonesome Pine Restaurant","Andrew Fuller","United Package"
161,1996-09-17,"Scottish Longbreads",Confections,"Specialty Biscuits, Ltd.",3,"Lonesome Pine Restaurant","Andrew Fuller","United Package"
185,1996-09-30,Chais,Beverages,"Exotic Liquid",20,"Lonesome Pine Restaurant","Michael Suyama","Speedy Express"
419,1997-01-03,Maxilaku,Confections,"Karkki Oy",30,"Magazzini Alimentari Riuniti","Andrew Fuller","Speedy Express"
417,1997-01-03,"Gumbar Gummibarchen",Confections,"Heli Susswaren GmbH and Co. KG",30,"Magazzini Alimentari Riuniti","Andrew Fuller","Speedy Express"
73,1996-08-07,"Guarana Fantastica",Beverages,"Refrescos Americanas LTDA",12,"Magazzini Alimentari Riuniti","Nancy Davolio","Speedy Express"
141,1996-09-09,"Louisiana Hot Spiced Okra",Condiments,"New Orleans Cajun Delights",30,"Magazzini Alimentari Riuniti","Andrew Fuller","United Package"
418,1997-01-03,"Singaporean Hokkien Fried Mee",Grains/Cereals,"Leka Trading",40,"Magazzini Alimentari Riuniti","Andrew Fuller","Speedy Express"
74,1996-08-07,"Raclette Courdavault","Dairy Products","Gai paturage",6,"Magazzini Alimentari Riuniti","Nancy Davolio","Speedy Express"
142,1996-09-09,"Scottish Longbreads",Confections,"Specialty Biscuits, Ltd.",20,"Magazzini Alimentari Riuniti","Andrew Fuller","United Package"
246,1996-10-28,"Tarte au sucre",Confections,"Forets derables",28,"Mere Paillarde","Andrew Fuller","United Package"
506,1997-02-07,Pavlova,Confections,"Pavlova, Ltd.",16,"Mere Paillarde","Michael Suyama","Federal Shipping"
341,1996-12-09,"Gorgonzola Telino","Dairy Products","Formaggi Fortini s.r.l.",42,"Mere Paillarde","Nancy Davolio","United Package"
508,1997-02-07,"Longlife Tofu",Produce,"Tokyo Traders",30,"Mere Paillarde","Michael Suyama","Federal Shipping"
507,1997-02-07,"Wimmers gute Semmelknodel",Grains/Cereals,"Plutzer Lebensmittelgrossmarkte AG",6,"Mere Paillarde","Michael Suyama","Federal Shipping"
225,1996-10-17,"Singaporean Hokkien Fried Mee",Grains/Cereals,"Leka Trading",10,"Mere Paillarde","Janet Leverling","United Package"
245,1996-10-28,"Alice Mutton",Meat/Poultry,"Pavlova, Ltd.",70,"Mere Paillarde","Andrew Fuller","United Package"
471,1997-01-23,"Steeleye Stout",Beverages,"Bigfoot Breweries",60,"Mere Paillarde","Robert King","United Package"
224,1996-10-17,"Carnarvon Tigers",Seafood,"Pavlova, Ltd.",40,"Mere Paillarde","Janet Leverling","United Package"
472,1997-01-23,"Cote de Blaye",Beverages,"Aux joyeux ecclesiastiques",49,"Mere Paillarde","Robert King","United Package"
473,1997-01-23,"Scottish Longbreads",Confections,"Specialty Biscuits, Ltd.",30,"Mere Paillarde","Robert King","United Package"
505,1997-02-07,"Queso Manchego La Pastora","Dairy Products","Cooperativa de Quesos Las Cabras",15,"Mere Paillarde","Michael Suyama","Federal Shipping"
226,1996-10-17,"Zaanse koeken",Confections,"Zaanse Snoepfabriek",16,"Mere Paillarde","Janet Leverling","United Package"
244,1996-10-28,"Chef Antons Cajun Seasoning",Condiments,"New Orleans Cajun Delights",10,"Mere Paillarde","Andrew Fuller","United Package"
78,1996-08-09,"Tarte au sucre",Confections,"Forets derables",12,"Morgenstern Gesundkost","Andrew Fuller","Federal Shipping"
77,1996-08-09,"Rossle Sauerkraut",Produce,"Plutzer Lebensmittelgrossmarkte AG",20,"Morgenstern Gesundkost","Andrew Fuller","Federal Shipping"
432,1997-01-09,Tofu,Produce,Mayumis,12,"Oceano Atlantico Ltda.","Janet Leverling","Speedy Express"
433,1997-01-09,"Sir Rodneys Scones",Confections,"Specialty Biscuits, Ltd.",12,"Oceano Atlantico Ltda.","Janet Leverling","Speedy Express"
37,1996-07-19,"Tarte au sucre",Confections,"Forets derables",15,"Old World Delicatessen","Margaret Peacock","Speedy Express"
35,1996-07-19,"Jacks New England Clam Chowder",Seafood,"New England Seafood Cannery",16,"Old World Delicatessen","Margaret Peacock","Speedy Express"
156,1996-09-13,"Chartreuse verte",Beverages,"Aux joyeux ecclesiastiques",30,"Old World Delicatessen","Laura Callahan","Federal Shipping"
242,1996-10-25,"Alice Mutton",Meat/Poultry,"Pavlova, Ltd.",20,"Old World Delicatessen","Margaret Peacock","Federal Shipping"
154,1996-09-13,"Carnarvon Tigers",Seafood,"Pavlova, Ltd.",25,"Old World Delicatessen","Laura Callahan","Federal Shipping"
513,1997-02-10,"Schoggi Schokolade",Confections,"Heli Susswaren GmbH and Co. KG",50,"Old World Delicatessen","Janet Leverling","United Package"
155,1996-09-13,"Thuringer Rostbratwurst",Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG",25,"Old World Delicatessen","Laura Callahan","Federal Shipping"
36,1996-07-19,"Ravioli Angelo",Grains/Cereals,"Pasta Buttini s.r.l.",50,"Old World Delicatessen","Margaret Peacock","Speedy Express"
38,1996-07-19,"Outback Lager",Beverages,"Pavlova, Ltd.",21,"Old World Delicatessen","Margaret Peacock","Speedy Express"
243,1996-10-25,"Nord-Ost Matjeshering",Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH",15,"Old World Delicatessen","Margaret Peacock","Federal Shipping"
428,1997-01-07,Flotemysost,"Dairy Products","Norske Meierier",15,"Ottilies Kaseladen","Andrew Fuller","United Package"
427,1997-01-07,Gudbrandsdalsost,"Dairy Products","Norske Meierier",15,"Ottilies Kaseladen","Andrew Fuller","United Package"
426,1997-01-07,"Queso Cabrales","Dairy Products","Cooperativa de Quesos Las Cabras",30,"Ottilies Kaseladen","Andrew Fuller","United Package"
284,1996-11-14,"Thuringer Rostbratwurst",Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG",4,"Pericles Comidas clasicas","Laura Callahan","Federal Shipping"
193,1996-10-04,"Filo Mix",Grains/Cereals,"Gday, Mate",20,"Pericles Comidas clasicas","Robert King","Federal Shipping"
283,1996-11-14,Chais,Beverages,"Exotic Liquid",12,"Pericles Comidas clasicas","Laura Callahan","Federal Shipping"
478,1997-01-27,Tofu,Produce,Mayumis,35,"Piccolo und mehr","Margaret Peacock","United Package"
282,1996-11-13,"Cote de Blaye",Beverages,"Aux joyeux ecclesiastiques",50,"Piccolo und mehr","Robert King","Federal Shipping"
384,1996-12-24,Gudbrandsdalsost,"Dairy Products","Norske Meierier",50,"Piccolo und mehr","Andrew Fuller","Federal Shipping"
281,1996-11-13,"Queso Cabrales","Dairy Products","Cooperativa de Quesos Las Cabras",12,"Piccolo und mehr","Robert King","Federal Shipping"
399,1996-12-27,"Manjimup Dried Apples",Produce,"Gday, Mate",18,"Princesa Isabel Vinhoss","Steven Buchanan","Speedy Express"
491,1997-02-03,"Gnocchi di nonna Alice",Grains/Cereals,"Pasta Buttini s.r.l.",28,"Princesa Isabel Vinhoss","Janet Leverling","Federal Shipping"
398,1996-12-27,"Sir Rodneys Scones",Confections,"Specialty Biscuits, Ltd.",10,"Princesa Isabel Vinhoss","Steven Buchanan","Speedy Express"
236,1996-10-23,"Chef Antons Cajun Seasoning",Condiments,"New Orleans Cajun Delights",18,"Princesa Isabel Vinhoss","Robert King","United Package"
118,1996-08-27,"Manjimup Dried Apples",Produce,"Gday, Mate",2,"Que Delicia","Michael Suyama","United Package"
466,1997-01-21,"Perth Pasties",Meat/Poultry,"Gday, Mate",15,"Que Delicia","Laura Callahan","Speedy Express"
465,1997-01-21,"Gumbar Gummibarchen",Confections,"Heli Susswaren GmbH and Co. KG",30,"Que Delicia","Laura Callahan","Speedy Express"
347,1996-12-11,"Louisiana Fiery Hot Pepper Sauce",Condiments,"New Orleans Cajun Delights",20,"Que Delicia","Andrew Fuller","Speedy Express"
40,1996-07-19,"Steeleye Stout",Beverages,"Bigfoot Breweries",20,"Que Delicia","Margaret Peacock","United Package"
39,1996-07-19,"Sir Rodneys Scones",Confections,"Specialty Biscuits, Ltd.",20,"Que Delicia","Margaret Peacock","United Package"
467,1997-01-21,"Original Frankfurter grune Sosse",Condiments,"Plutzer Lebensmittelgrossmarkte AG",10,"Que Delicia","Laura Callahan","Speedy Express"
345,1996-12-11,"Jacks New England Clam Chowder",Seafood,"New England Seafood Cannery",8,"Que Delicia","Andrew Fuller","Speedy Express"
117,1996-08-27,"Gula Malacca",Condiments,"Leka Trading",24,"Que Delicia","Michael Suyama","United Package"
346,1996-12-11,Vegie-spread,Condiments,"Pavlova, Ltd.",16,"Que Delicia","Andrew Fuller","Speedy Express"
116,1996-08-27,Konbu,Seafood,Mayumis,20,"Que Delicia","Michael Suyama","United Package"
464,1997-01-21,"Teatime Chocolate Biscuits",Confections,"Specialty Biscuits, Ltd.",4,"Que Delicia","Laura Callahan","Speedy Express"
425,1997-01-07,"Boston Crab Meat",Seafood,"New England Seafood Cannery",2,"Queen Cozinha","Robert King","Speedy Express"
332,1996-12-04,"Cote de Blaye",Beverages,"Aux joyeux ecclesiastiques",40,"Queen Cozinha","Steven Buchanan","United Package"
423,1997-01-07,"Rossle Sauerkraut",Produce,"Plutzer Lebensmittelgrossmarkte AG",42,"Queen Cozinha","Robert King","Speedy Express"
331,1996-12-04,"Sir Rodneys Marmalade",Confections,"Specialty Biscuits, Ltd.",12,"Queen Cozinha","Steven Buchanan","United Package"
424,1997-01-07,"Inlagd Sill",Seafood,"Svensk Sjofoda AB",5,"Queen Cozinha","Robert King","Speedy Express"
334,1996-12-04,"Mozzarella di Giovanni","Dairy Products","Formaggi Fortini s.r.l.",42,"Queen Cozinha","Steven Buchanan","United Package"
333,1996-12-04,"Camembert Pierrot","Dairy Products","Gai paturage",70,"Queen Cozinha","Steven Buchanan","United Package"
422,1997-01-07,"Sir Rodneys Scones",Confections,"Specialty Biscuits, Ltd.",30,"Queen Cozinha","Robert King","Speedy Express"
421,1997-01-07,Chais,Beverages,"Exotic Liquid",10,"Queen Cozinha","Robert King","Speedy Express"
455,1997-01-17,"Zaanse koeken",Confections,"Zaanse Snoepfabriek",55,QUICK-Stop,"Margaret Peacock","Speedy Express"
305,1996-11-22,"Camembert Pierrot","Dairy Products","Gai paturage",55,QUICK-Stop,"Nancy Davolio","United Package"
263,1996-11-04,"Singaporean Hokkien Fried Mee",Grains/Cereals,"Leka Trading",9,QUICK-Stop,"Andrew Fuller","United Package"
70,1996-08-05,Lakkalikoori,Beverages,"Karkki Oy",33,QUICK-Stop,"Janet Leverling","Federal Shipping"
66,1996-08-05,Ikura,Seafood,"Tokyo Traders",24,QUICK-Stop,"Janet Leverling","Federal Shipping"
67,1996-08-05,"Gorgonzola Telino","Dairy Products","Formaggi Fortini s.r.l.",15,QUICK-Stop,"Janet Leverling","Federal Shipping"
456,1997-01-17,"Sirop derable",Condiments,"Forets derables",16,QUICK-Stop,"Margaret Peacock","Speedy Express"
304,1996-11-22,"Chartreuse verte",Beverages,"Aux joyeux ecclesiastiques",54,QUICK-Stop,"Nancy Davolio","United Package"
102,1996-08-20,"Perth Pasties",Meat/Poultry,"Gday, Mate",36,QUICK-Stop,"Nancy Davolio","United Package"
103,1996-08-21,"Steeleye Stout",Beverages,"Bigfoot Breweries",100,QUICK-Stop,"Laura Callahan","Federal Shipping"
68,1996-08-05,Geitost,"Dairy Products","Norske Meierier",20,QUICK-Stop,"Janet Leverling","Federal Shipping"
262,1996-11-04,"Teatime Chocolate Biscuits",Confections,"Specialty Biscuits, Ltd.",80,QUICK-Stop,"Andrew Fuller","United Package"
104,1996-08-21,"Tarte au sucre",Confections,"Forets derables",40,QUICK-Stop,"Laura Callahan","Federal Shipping"
101,1996-08-20,"Boston Crab Meat",Seafood,"New England Seafood Cannery",40,QUICK-Stop,"Nancy Davolio","United Package"
69,1996-08-05,"Boston Crab Meat",Seafood,"New England Seafood Cannery",60,QUICK-Stop,"Janet Leverling","Federal Shipping"
457,1997-01-17,"Longlife Tofu",Produce,"Tokyo Traders",15,QUICK-Stop,"Margaret Peacock","Speedy Express"
177,1996-09-24,"Inlagd Sill",Seafood,"Svensk Sjofoda AB",12,QUICK-Stop,"Andrew Fuller","United Package"
454,1997-01-17,Chang,Beverages,"Exotic Liquid",60,QUICK-Stop,"Margaret Peacock","Speedy Express"
261,1996-11-04,"Northwoods Cranberry Sauce",Condiments,"Grandma Kellys Homestead",70,QUICK-Stop,"Andrew Fuller","United Package"
100,1996-08-20,Chais,Beverages,"Exotic Liquid",45,QUICK-Stop,"Nancy Davolio","United Package"
265,1996-11-05,"Gnocchi di nonna Alice",Grains/Cereals,"Pasta Buttini s.r.l.",20,"Rattlesnake Canyon Grocery","Janet Leverling","Federal Shipping"
43,1996-07-22,"Gnocchi di nonna Alice",Grains/Cereals,"Pasta Buttini s.r.l.",2,"Rattlesnake Canyon Grocery","Laura Callahan","Federal Shipping"
63,1996-08-02,"Sir Rodneys Marmalade",Confections,"Specialty Biscuits, Ltd.",6,"Rattlesnake Canyon Grocery","Michael Suyama","United Package"
64,1996-08-02,"Gorgonzola Telino","Dairy Products","Formaggi Fortini s.r.l.",40,"Rattlesnake Canyon Grocery","Michael Suyama","United Package"
180,1996-09-25,"Tarte au sucre",Confections,"Forets derables",25,"Rattlesnake Canyon Grocery","Nancy Davolio","United Package"
127,1996-08-30,"Camembert Pierrot","Dairy Products","Gai paturage",21,"Rattlesnake Canyon Grocery","Margaret Peacock","United Package"
411,1997-01-01,"Louisiana Fiery Hot Pepper Sauce",Condiments,"New Orleans Cajun Delights",20,"Rattlesnake Canyon Grocery","Nancy Davolio","Speedy Express"
409,1997-01-01,"Nord-Ost Matjeshering",Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH",18,"Rattlesnake Canyon Grocery","Nancy Davolio","Speedy Express"
264,1996-11-05,"Alice Mutton",Meat/Poultry,"Pavlova, Ltd.",36,"Rattlesnake Canyon Grocery","Janet Leverling","Federal Shipping"
125,1996-08-30,"Alice Mutton",Meat/Poultry,"Pavlova, Ltd.",15,"Rattlesnake Canyon Grocery","Margaret Peacock","United Package"
65,1996-08-02,"Mozzarella di Giovanni","Dairy Products","Formaggi Fortini s.r.l.",24,"Rattlesnake Canyon Grocery","Michael Suyama","United Package"
179,1996-09-25,"Escargots de Bourgogne",Seafood,"Escargots Nouveaux",30,"Rattlesnake Canyon Grocery","Nancy Davolio","United Package"
128,1996-08-30,"Rhonbrau Klosterbier",Beverages,"Plutzer Lebensmittelgrossmarkte AG",6,"Rattlesnake Canyon Grocery","Margaret Peacock","United Package"
178,1996-09-25,"Mascarpone Fabioli","Dairy Products","Formaggi Fortini s.r.l.",40,"Rattlesnake Canyon Grocery","Nancy Davolio","United Package"
126,1996-08-30,"Ipoh Coffee",Beverages,"Leka Trading",15,"Rattlesnake Canyon Grocery","Margaret Peacock","United Package"
184,1996-09-27,"Tarte au sucre",Confections,"Forets derables",70,"Rattlesnake Canyon Grocery","Nancy Davolio","Federal Shipping"
412,1997-01-01,Flotemysost,"Dairy Products","Norske Meierier",60,"Rattlesnake Canyon Grocery","Nancy Davolio","Speedy Express"
410,1997-01-01,"Gnocchi di nonna Alice",Grains/Cereals,"Pasta Buttini s.r.l.",70,"Rattlesnake Canyon Grocery","Nancy Davolio","Speedy Express"
183,1996-09-27,"Jacks New England Clam Chowder",Seafood,"New England Seafood Cannery",10,"Rattlesnake Canyon Grocery","Nancy Davolio","Federal Shipping"
124,1996-08-30,Chais,Beverages,"Exotic Liquid",18,"Rattlesnake Canyon Grocery","Margaret Peacock","United Package"
42,1996-07-22,"Uncle Bobs Organic Dried Pears",Produce,"Grandma Kellys Homestead",15,"Rattlesnake Canyon Grocery","Laura Callahan","Federal Shipping"
41,1996-07-22,"Chef Antons Gumbo Mix",Condiments,"New Orleans Cajun Delights",12,"Rattlesnake Canyon Grocery","Laura Callahan","Federal Shipping"
479,1997-01-28,Spegesild,Seafood,Lyngbysild,20,"Reggiani Caseifici","Robert King","Speedy Express"
109,1996-08-23,"Scottish Longbreads",Confections,"Specialty Biscuits, Ltd.",3,"Reggiani Caseifici","Margaret Peacock","Speedy Express"
517,1997-02-12,"Queso Cabrales","Dairy Products","Cooperativa de Quesos Las Cabras",6,"Reggiani Caseifici","Laura Callahan","Speedy Express"
518,1997-02-12,"Rossle Sauerkraut",Produce,"Plutzer Lebensmittelgrossmarkte AG",12,"Reggiani Caseifici","Laura Callahan","Speedy Express"
108,1996-08-23,Tourtiere,Meat/Poultry,"Ma Maison",10,"Reggiani Caseifici","Margaret Peacock","Speedy Express"
107,1996-08-22,Spegesild,Seafood,Lyngbysild,15,"Ricardo Adocicados","Laura Callahan","Federal Shipping"
105,1996-08-22,Pavlova,Confections,"Pavlova, Ltd.",40,"Ricardo Adocicados","Laura Callahan","Federal Shipping"
140,1996-09-06,"Outback Lager",Beverages,"Pavlova, Ltd.",20,"Ricardo Adocicados","Margaret Peacock","United Package"
139,1996-09-06,"Teatime Chocolate Biscuits",Confections,"Specialty Biscuits, Ltd.",15,"Ricardo Adocicados","Margaret Peacock","United Package"
106,1996-08-22,"Sasquatch Ale",Beverages,"Bigfoot Breweries",20,"Ricardo Adocicados","Laura Callahan","Federal Shipping"
24,1996-07-12,"Raclette Courdavault","Dairy Products","Gai paturage",30,"Richter Supermarkt","Anne Dodsworth","Federal Shipping"
23,1996-07-12,"Inlagd Sill",Seafood,"Svensk Sjofoda AB",25,"Richter Supermarkt","Anne Dodsworth","Federal Shipping"
458,1997-01-20,"Camembert Pierrot","Dairy Products","Gai paturage",60,"Richter Supermarkt","Margaret Peacock","United Package"
459,1997-01-20,Gudbrandsdalsost,"Dairy Products","Norske Meierier",20,"Richter Supermarkt","Margaret Peacock","United Package"
22,1996-07-12,Pavlova,Confections,"Pavlova, Ltd.",35,"Richter Supermarkt","Anne Dodsworth","Federal Shipping"
21,1996-07-12,Chang,Beverages,"Exotic Liquid",20,"Richter Supermarkt","Anne Dodsworth","Federal Shipping"
91,1996-08-15,"Ravioli Angelo",Grains/Cereals,"Pasta Buttini s.r.l.",2,"Romero y tomillo","Margaret Peacock","Speedy Express"
158,1996-09-16,"Perth Pasties",Meat/Poultry,"Gday, Mate",10,"Romero y tomillo","Nancy Davolio","Federal Shipping"
89,1996-08-14,"Steeleye Stout",Beverages,"Bigfoot Breweries",4,"Romero y tomillo","Margaret Peacock","Speedy Express"
88,1996-08-14,"Guarana Fantastica",Beverages,"Refrescos Americanas LTDA",6,"Romero y tomillo","Margaret Peacock","Speedy Express"
90,1996-08-15,"Nord-Ost Matjeshering",Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH",6,"Romero y tomillo","Margaret Peacock","Speedy Express"
159,1996-09-16,Tourtiere,Meat/Poultry,"Ma Maison",5,"Romero y tomillo","Nancy Davolio","Federal Shipping"
87,1996-08-14,"Teatime Chocolate Biscuits",Confections,"Specialty Biscuits, Ltd.",1,"Romero y tomillo","Margaret Peacock","Speedy Express"
157,1996-09-16,"Nord-Ost Matjeshering",Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH",10,"Romero y tomillo","Nancy Davolio","Federal Shipping"
370,1996-12-18,"Raclette Courdavault","Dairy Products","Gai paturage",12,"Sante Gourmet","Nancy Davolio","United Package"
369,1996-12-18,"Rossle Sauerkraut",Produce,"Plutzer Lebensmittelgrossmarkte AG",6,"Sante Gourmet","Nancy Davolio","United Package"
371,1996-12-18,Flotemysost,"Dairy Products","Norske Meierier",15,"Sante Gourmet","Nancy Davolio","United Package"
368,1996-12-18,"Guarana Fantastica",Beverages,"Refrescos Americanas LTDA",15,"Sante Gourmet","Nancy Davolio","United Package"
401,1996-12-30,"Pate chinois",Meat/Poultry,"Ma Maison",120,"Save-a-lot Markets","Andrew Fuller","Federal Shipping"
197,1996-10-08,Pavlova,Confections,"Pavlova, Ltd.",21,"Save-a-lot Markets","Anne Dodsworth","Speedy Express"
400,1996-12-30,"Steeleye Stout",Beverages,"Bigfoot Breweries",30,"Save-a-lot Markets","Andrew Fuller","Federal Shipping"
510,1997-02-10,Pavlova,Confections,"Pavlova, Ltd.",49,"Save-a-lot Markets","Margaret Peacock","United Package"
511,1997-02-10,"Thuringer Rostbratwurst",Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG",24,"Save-a-lot Markets","Margaret Peacock","United Package"
387,1996-12-25,"NuNuCa Nuss-Nougat-Creme",Confections,"Heli Susswaren GmbH and Co. KG",7,"Save-a-lot Markets","Nancy Davolio","Federal Shipping"
386,1996-12-25,Tofu,Produce,Mayumis,42,"Save-a-lot Markets","Nancy Davolio","Federal Shipping"
200,1996-10-08,"Raclette Courdavault","Dairy Products","Gai paturage",40,"Save-a-lot Markets","Anne Dodsworth","Speedy Express"
512,1997-02-10,"Sirop derable",Condiments,"Forets derables",90,"Save-a-lot Markets","Margaret Peacock","United Package"
201,1996-10-08,Vegie-spread,Condiments,"Pavlova, Ltd.",80,"Save-a-lot Markets","Anne Dodsworth","Speedy Express"
